gid;geom;OBJECTID;CIV_1;PK_ID;Fecha_Fina;Estrategia;Programa;Zonas;Nombre_Loc;UPZ;Barrio;Mes_Report;Grupo_Cont;Ingeniero_;Director_d;TOTAL_ARE;No__HUECOS
384;0106000020E610000001000000010300000001000000260000003C688CC2AD8852C0008F6B2FE18712402C37A1DBAE8852C0418E21DF29871240600FD6C7AF8852C000D1A0312B871240B4D35CC2AF8852C040BA009E2E87124008E22CBAAF8852C0C02E9CD633871240043FCCB9AF8852C0401F261434871240A8C4CD8DAF8852C081E4E5CA4F8712406C08AB6AAF8852C0802639D765871240B857225AAF8852C0C0BF784370871240B854414CAF8852C040EB1B05798712404828153EAF8852C00057400982871240F8DD6131AF8852C0C08FB3168A87124074AE2A26AF8852C0009DB1329187124068C15515AF8852C000F969DC9B87124034212BFAAE8852C080CB12EEAC871240BCFF84EAAE8852C040F90ADFB68712404010E3DFAE8852C081608584BD871240448F7AB0AE8852C080ACEC6CDC8712405DFE23B0AE8852C06E5508BFDE871240842177B4AE8852C0DD3A1F0DE1871240947662BDAE8852C0C070DC4DE38712408AC30CD0AE8852C0B7CAA326E6871240E3060CEAAE8852C087B66FC3E88712409000A60AAF8852C0C6C48811EB871240CC1FF130AF8852C080576B00ED871240A7B49C53AF8852C0B9831E43EE87124030ACB678AF8852C04A8FF936EF87124014C58C9FAF8852C040DD68D7EF871240CDB2AA02AE8852C0805A0E61ED871240ECAD73CCAC8852C0007A4487EB871240129821F2AC8852C0FFFFF219EB8712406906B516AD8852C02C327E64EA8712407866A439AD8852C080929069E98712400A2AD25CAD8852C020D7FA5CE8871240CAB5DE7CAD8852C0002703FAE68712400EBDF798AD8852C0C7BCC249E587124091E064B0AD8852C0B2F24D57E38712403C688CC2AD8852C0008F6B2FE1871240;382;8004257;151547;Thu Jan 09 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 05;KENNEDY;BAVARIA;MARSELLA;Enero;Cambio de Carpeta;ANDRES FELIPE ALDANA CHARRY;ING. CARLOS MENDEZ / ING. EDGAR QUIJANO;474;0
385;0106000020E61000000100000001030000000100000008000000FC25F5DA168852C0C0EC0BFA68831240643E64ED168852C0C0F743FC5B831240A4EDB358178852C080909F8D5C831240B021C521178852C040DED942838312408C69E9E1168852C0C083C041B083124018717876168852C0C035C1C8AF831240EC52B39F168852C040D947BB92831240FC25F5DA168852C0C0EC0BFA68831240;383;8004945;34013102;Fri Jul 17 00:00:00 COT 2020;Mantenimiento Ciclorutas;Ciclo - Infraestructura;Zona 05;KENNEDY;AMERICAS;HIPOTECHO;Julio;Mantenimiento Rutinario;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;0;0
386;0106000020E61000000100000001030000000100000029000000486935D8BF8552C040EB3F841B31124074EC95E9BF8552C001FBA48C18311240AC1CCB02C08552C0813FFC3E14311240044A0A2CC08552C0009A4E340D3112404566DE29C08552C0205C2BC60D31124012E33829C08552C0874FC15B0E3112406D3C1E2AC08552C0F4E902F10E3112408C3B882CC08552C031EAE4810F311240F6216630C08552C0B2647A0A10311240A21D9D35C08552C0C9FD0F8710311240FE02093CC08552C0A19445F410311240D7477D43C08552C0E6AC254F113112404038C64BC08552C0C0F439951131124044E8504EC08552C0805747A711311240D8D586B8C98552C080D8D355543112402D5F87FFCE8552C0402269B679311240D3852E08CF8552C0CE654E1A7A3112409AF18A11CF8552C0E05D3E6C7A311240E890771BCF8552C0C093F4AA7A31124020DA981BCF8552C000328FAB7A311240E851CDB9CF8552C040D97FB17F311240204C5E58CF8552C040C5C08E8D311240A43FCB58CC8552C08008A56275311240F40FE2FDCA8552C0801C7C916B311240CCA4FE8EC98552C08064A32F613112405C38D277C98552C0405CBB87603112403C4D4C68C98552C04014531760311240908E23EAC68552C001E431084E31124040A10823C28552C0C00E8B6F2D31124074BB45FDC18552C0008AE96D2C311240A8554418C28552C0803C79812731124018632002C08552C0C15879B31A311240B4371DFDBF8552C07315B9951A311240897BDDF7BF8552C02C6A7C851A3112406B5A85F2BF8552C0FD3A33831A31124049A839EDBF8552C07948ED8E1A31124060E31EE8BF8552C026C359A81A311240C93858E3BF8552C05F78C9CE1A3112400A9206DFBF8552C0A48933011B3112404DB247DBBF8552C0D58D3C3E1B311240486935D8BF8552C040EB3F841B311240;384;4004339;209080;Wed Jan 22 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 04;SAN CRISTOBAL;LA GLORIA;SAN JOSE SUR ORIENTAL;Enero;Cambio de Losas;LUISA FERNANDA PÉREZ PACHÓN;ING.MANUEL AVILA/ING. RAMIRO ROBLES;621.47;15
387;0106000020E61000000100000001030000000100000017000000207BF2EDD38252C040C5250602AC12403CF5C393D38252C0800B5E3BEBAB12400C4EC086D28252C001E56CEBBBAB1240E0CD4083D28252C0C0B55B3FBBAB124030B5F0E5D38252C0800F1104B6AB12406485A615D48252C00082D4DCC0AB12408CA0B615D48252C0809496E0C0AB12405054A291D48252C0007FCD74DAAB1240C0E0B891D48252C040168079DAAB124054F1D691D48252C0C01DBC7EDAAB1240286A7229D58252C000CF037BF3AB124098F68829D58252C0C0C71B7FF3AB12404CF4A529D58252C040452484F3AB12400CA2783FD58252C081A8468CF7AB124060389CCED58252C0002A36FD11AC12403495008DD68252C000F68A624AAC124064672FADD68252C080782DC866AC1240E4201AA3D68252C0C05B8DD866AC1240CC4487A9D58252C080DE8D6D68AC124094FB65A9D58252C0800BF75A68AC12406071DC82D58252C0407D4D6252AC1240DC6346FED48252C08046742D2CAC1240207BF2EDD38252C040C5250602AC1240;385;2000715;517905;Wed Jul 29 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 02;CHAPINERO;EL REFUGIO;EL REFUGIO;Julio;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;42.9;43
388;0106000020E61000000100000001030000000100000022000000F0C09F98F78652C0806F7CE3272C1240847F9E27FA8652C000F58770102C124050B25F21FA8652C0001E5933112C1240049C541DFA8652C000C58604122C1240F4729D1BFA8652C0802FD3DD122C1240E8F3441CFA8652C040BDAAB8132C12403CE6471FFA8652C08071578E142C1240A4AA8E24FA8652C081D95658152C1240009F352BFA8652C000F6A500162C1240BC335B2BFA8652C080221204162C1240B8C4A233FA8652C000E29699162C12409446C733FA8652C0C05B019C162C1240806A3A3DFA8652C0407F8D17172C124024469E3DFA8652C080E82E1C172C12405CD09148FA8652C04088C780172C1240D4961149FA8652C0C0B43384172C124058C64854FA8652C000091CC7172C12405C637D54FA8652C0C01740C8172C12404015C260FA8652C0C0C64EEF172C12407DF5EB60FA8652C040DBB5EF172C1240C4A8966DFA8652C000629FF6172C124058B22D7AFC8652C080E66F54042C12406C1E5B8AFC8652C000676AB9032C1240ECFB3AE7FC8652C0006E97170F2C1240B0740F4DFC8652C00023040C142C124008F77305F98652C000DF33082F2C124068C58D14F78652C0800AAD003F2C12403C12380AF78652C04047E4493F2C1240F426C800F78652C0C02E38AE3F2C1240A4751363F68652C0C0150116452C1240F0588731F68652C000FC9199402C1240E8EF0DD4F58652C080CE4B23382C1240300892C8F58652C000722419372C1240F0C09F98F78652C0806F7CE3272C1240;386;18006156;423762;Wed Jun 24 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 04;RAFAEL URIBE URIBE;DIANA TURBAY;PALERMO SUR;Junio;Cambio de Losas;LUISA FERNANDA PÉREZ PACHÓN;ING. MANUEL AVILA / ING. RAMIRO ROBLES;48.49;0
389;0106000020E61000000100000001030000000100000035000000EC244F7DF38852C0C03634E9DF271240A5612F7CF38852C0C0673BD9DF271240C8157149F48852C000B2A5E9E12712409CF72EF4F48852C0C10447A1E3271240A8CDFAF2F48852C04033ACAAE327124064DE02EDF48852C080073FD9E3271240A1FB4BE8F48852C040976001E4271240D03BCBE2F48852C000079840E427124078F7AEDEF48852C0C0079772E4271240FC79A6D9F48852C0401C54C4E4271240504B57D6F48852C000C329FCE42712402CA7CFD1F48852C000D7E963E5271240B0E5A9CFF48852C0807BC695E5271240802D65CFF48852C0C02A7E9DE52712404CB86BCAF48852C080B21347E627124054EBD6C8F48852C08003B290E62712408C187C1BF48852C0C0DB9D1806281240100530EEF18852C000CD41DA4328124080B6C882F18852C08023711F512812402CC63749F08852C0C0DDDC7E4A281240106CBA70F08852C000048F8B44281240496B9273F08852C0C06156884428124020BCEF78F08852C040A7188244281240CCFE6680F08852C000A12D7044281240D4FBB085F08852C04091615C4428124014ACE58CF08852C081F6B935442812401C06CF91F08852C04058C81544281240905CC498F08852C041EC2ED943281240C122059DF08852C0C0D71CB043281240E4D9E2A3F08852C0404B9A5843281240303B09A7F08852C0C06F1F2E43281240608495AFF08852C0807A4D9342281240D409E6EAF28852C080A1F943032812406032E022F38852C0406E7C7EFC2712408436D59AF38852C08097D2EEE8271240CC71BAA1F38852C00058F6FCE7271240289D54A3F38852C04094D5ACE7271240C4005EA6F38852C040108AFCE6271240241A74A7F38852C0C035B59CE6271240A80E05A8F38852C080263B4AE62712409C8980A8F38852C000301A04E6271240F0C5CCA8F38852C0C01EA563E5271240286661A8F38852C0802A7BDBE4271240F0C4FAA6F38852C0C041D43BE4271240D8043BA5F38852C0C07916B7E3271240BC552DA2F38852C00009351DE32712400005259FF38852C0C0E10A9FE2271240C4047B9AF38852C040E7490EE2271240BC594A96F38852C04059CB9AE1271240D0FD1190F38852C0C0019716E1271240DC5CEA8AF38852C0C04D97B1E027124018B82483F38852C0405A153CE0271240EC244F7DF38852C0C03634E9DF271240;387;19011525;462847;Tue Sep 15 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 04;CIUDAD BOLIVAR;EL TESORO;QUIBA;Septiembre;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;83.78;84
390;0106000020E610000001000000010300000001000000300000002C75FF741D8252C04051E36436D0124018E76E8B1D8252C0809E96B21BD012407CB440901D8252C0700B4BB41BD01240157E06951D8252C0FD5A6CA91BD0124018AD9F991D8252C051C644921BD012404EDBEC9D1D8252C0FE68726F1BD0124077A9D0A11D8252C06709E3411BD01240E28730A51D8252C016C1CD0A1BD01240C06BF5A71D8252C080B0AACB1AD012408C2B38001E8252C001E7A22E0DD012400CA64C5D1E8252C0005F7AF101D012400057F680208252C04010D6F7C8CF12406C7E148C228252C080CAD02A93CF1240242EFDD4238252C080780F0570CF1240C859DCD5248252C080A8B89551CF124050CE2E17258252C04114730149CF124044C5B848258252C00072138042CF12407C7A7385258252C000ED49863ACF124059FF7E96268252C0805B5BE041CF1240B0D054A3258252C0C04010625FCF12408CC2AC52258252C000AB922B69CF1240EC38CC37258252C000F6AC6E6CCF1240C48D2D94248252C080B64C4980CF1240142CB13F248252C0C0B147068BCF124014121264228252C0C0DB7B74C7CF12408C4C9730208252C080C67E9011D0124000FB3B1D208252C08090971C14D01240D44C4011208252C080E6D55C15D0124068D9BD891F8252C000A1BD8823D01240D0D4F7891F8252C0C09BD22224D01240E830846E1F8252C0803D158E25D012401B3BC3E61E8252C0C9A6044B2ED0124020EEDC741E8252C040B5F52C38D01240F7113C1B1E8252C064C4C3FB42D01240E08AB9DB1D8252C0809CCD7D4ED01240D44952D91D8252C0C0A5B20F4FD01240D044CDC71D8252C0C01759D254D0124014D372BE1D8252C000CC0E4257D01240245F5FA41D8252C000D9B60C5ED0124040BA449A1D8252C000605AAE60D01240FC5DE1551D8252C04017794076D0124070EFE64B1D8252C080992E6679D012409C3D37371D8252C040E7A7EC7FD0124050ADED3C1D8252C00075FC1F79D01240440EAB541D8252C0400E54DF5CD0124044A6F05E1D8252C080E0F7A450D01240D5CF90611D8252C001E52B864DD012402C75FF741D8252C04051E36436D01240;388;1006436;606308;Tue Jun 23 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 01;USAQUEN;SANTA BARBARA;SANTA BARBARA CENTRAL;Junio;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;124.06;124
391;0106000020E6100000010000000103000000010000000D000000D0675B5BA58252C040B9BB4394E91240F86AA9E4A58252C080B6CEC7CEE81240243B9EE5A58252C040B88684B5E812404C9B0EF0A68252C0002A6A12B7E81240A8F00706A78252C0C01E3B33B7E812408456C9F5A68252C04068A17EC6E81240C5B801F0A68252C000ACE0EFCBE812404CE6A66DA68252C0808BA32685E9124036A0546EA68252C0F8F8867086E91240C77D1E72A68252C027FDFAB487E91240FC30EE78A68252C0006789EC88E9124018982B6FA68252C0C046956695E91240D0675B5BA58252C040B9BB4394E91240;397;1008089;24123146;Fri Feb 07 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;LOS CEDROS;LOS CEDROS;Febrero;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA/ ING. ANGEL RICARDO IBAGON;105.22;105
392;0106000020E61000000100000001030000000100000040000000D80910B4EB8652C0C0E6381FEDA11240B0CEB1E9EC8652C080C5A8AD09A212407C6C0EE7EC8652C08045FC7909A21240C8B83AE4EC8652C0C0DD544909A21240185226E4EC8652C000A11F4809A21240645409E4EC8652C0C0C54F4609A212406C2F2FE1EC8652C08046F71B09A21240586A15E1EC8652C080AD9F1A09A21240047812DEEC8652C040A26EF308A21240CC2EF1DDEC8652C040ADF4F108A212404484A9DAEC8652C0C0ED1CCD08A212404C1586DAEC8652C0C0F8A2CB08A21240742EF2D6EC8652C000B335A908A21240DCB238D3EC8652C0C037CF8A08A21240F4005FCFEC8652C0C03FB47008A2124038FB71CBEC8652C0C026075B08A2124030566DC7EC8652C0C01AD94908A21240A0CE5BC3EC8652C0001C2A3D08A21240959A1EC3EC8652C0C0ABA03C08A2124054B224BFEC8652C040FCE83408A21240447617BBEC8652C000FE8D3108A21240A12F18B7EC8652C0C0B08F3208A212401CDEE7B6EC8652C0C00CB23208A21240F45110B3EC8652C08042FF3708A21240E486CAB2EC8652C0C084773808A212402C7BB1AEEC8652C00038CD4208A212400052A5AAEC8652C04026B35108A21240444CB8A6EC8652C08169D36408A21240904E9BA6EC8652C000086E6508A2124074F0D4A2EC8652C00016957C08A21240C0F2B7A2EC8652C08010527D08A21240B4590B9FEC8652C08073B39808A212403402AF9EEC8652C0805DA79B08A2124068E6609BEC8652C000541DB908A2124084362B9BEC8652C0408B0FBB08A2124090FFCC97EC8652C0809D28DE08A21240B42BB4A6EB8652C04041D076F1A1124098FA97A9EB8652C000E5024EF1A11240B4EDC2A9EB8652C0403D874BF1A11240C86893ACEB8652C0404F4A1DF1A1124054FB2AAFEB8652C0001BF7EBF0A1124058A589B1EB8652C0C0CE9EB7F0A112400CAAA4B3EB8652C0C0920F81F0A112401CD987B5EB8652C0C0E25847F0A11240B04717B7EB8652C0C004910DF0A1124040C12CB7EB8652C080AA130AF0A11240F0795AB8EB8652C0003B30D4EFA11240043F74B8EB8652C0806105CFEFA11240D4DE74B9EB8652C040D67E93EFA112409C9B7FB9EB8652C04076BE90EFA11240A4E140BAEB8652C080AA6451EFA11240F423B9BAEB8652C0006E8111EFA11240D43CE6BAEB8652C080C114D1EEA11240D43CE6BAEB8652C0401FDCCDEEA11240203FC9BAEB8652C0C08A7490EEA112405C7666BAEB8652C040522F53EEA11240180560BAEB8652C040683B50EEA112405CC7ADB9EB8652C04040BF10EEA11240B4F7A1B9EB8652C0C041640DEEA11240C801ABB8EB8652C00060FED0EDA11240EC2D6DB7EB8652C080C01095EDA1124078ACDCB5EB8652C080DEAA58EDA112404063BBB5EB8652C0805B5F54EDA11240D80910B4EB8652C0C0E6381FEDA11240;389;9003694;2056778;Wed Jul 08 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Misionalidad;Zona 03;FONTIBON;CIUDAD SALITRE OCCIDENTAL;LA ESPERANZA NORTE;Julio;Cambio de Carpeta;WILSON CARDENAL;ING. RAFAEL PEREZ/ING. CESAR DIEGO ORTIZ;26;0
393;0106000020E61000000100000001030000000100000027000000809B7BFE6A8152C0C0A8227FAAF81240605637FD6A8152C000D50E2695F81240609A54FA6A8152C000BB940E64F81240ECCFE2186B8152C08009F954D9F712402083CD1A6B8152C000AF47A9D0F71240B0D636166B8152C080546930B2F71240D8A559156B8152C040239671ACF7124090D85A046B8152C040E9041B74F71240680866036B8152C040F212BA50F7124050A617036B8152C0C0897E1445F712405931C8026B8152C040C0DAC039F71240D048251E6B8152C040A63AE71EF71240AC9709336B8152C08072FC3414F71240B5304C526B8152C0C0651C3204F71240F41B27646B8152C0C0A28006FEF612409C56FA9E6B8152C0C0200EB9E9F6124024C2D5ED6B8152C080869420D5F61240F4AFD2FB6B8152C040542679D1F612401C054D206C8152C040BF94FBC9F61240E48E436C6C8152C00003AA61BAF61240A4E56AD86D8152C0408C6B3FC3F61240D06A18A36D8152C08083C8F9CDF612401C252B966D8152C080265C58CFF61240B88208996D8152C0406C2B7CD1F61240F41ACC706D8152C08064D2D7DAF612400CB5DF6D6D8152C000B7BFCCDAF61240BC6EF20A6D8152C000903FEBF6F6124024A302DB6C8152C0008CBFCCFBF612407879E19E6C8152C000BA77A717F712403833E07D6C8152C0C0A37A5E36F71240DCC745736C8152C0415899DA66F712401C6452766C8152C0C1685F469FF712409C43E9706C8152C040A1960FD6F71240C491CF776C8152C0008381A87AF81240E959F4746C8152C080C97C84BDF8124060C82E746C8152C0003FB7ACCFF8124024D733D56A8152C0401A87AECFF81240981E86E96A8152C0C018C960BDF81240809B7BFE6A8152C0C0A8227FAAF81240;390;1001872;502640;Thu Feb 06 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;SAN CRISTOBAL NORTE;LA CITA;Febrero;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;196.34;196
394;0106000020E61000000100000001030000000100000012000000101C2AD5C48552C0C0C71937F34F1240205E503FC58552C081147AC0E64F1240AC4F1FD2C68552C0405DDCCFF44F124084CFC4DEC58552C0406B083312501240682C405FC38552C0808C57865C501240B09869DFC28552C080D0CD616B50124048DE2C6ABF8552C0C0979E25D2501240E049AF26BF8552C080A5FD74DB501240082EB38EBE8552C040EF7984EE501240E41ADD76BE8552C0C029C981F1501240C07FCC64BE8552C0C1C5CEC5F350124094D4BDD9BC8552C080E811A3E75012401C2964DFBC8552C0C11D5CE6E6501240648F7AFCBC8552C0409C9F1AE3501240CCDF4427BD8552C0C0653485DD501240D85FA889BF8552C04012E0DD925012404C35875FC28552C040ED5CDE3D501240101C2AD5C48552C0C0C71937F34F1240;391;4000309;200866;Fri Jun 05 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Ciclocarriles;Zona 04;SAN CRISTOBAL;SOSIEGO;SOCIEGO;Junio;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING. MARY LUZ MORA / ING. ALEXANDER SANDOVAL;64;64
395;0106000020E61000000100000001030000000100000029000000700861DDD48152C040E7DBBA4FD512401C5AC6AED68152C040B092994FD51240FCC0EFBBD68152C04032AA0271D5124068D74FC2D68152C0C0E4C79F75D512402C4A3DFCD68152C0C10403899FD51240E4248F05D78152C040CB4047A6D51240F8236A74D78152C0C091E17BF6D51240E492F87CD78152C0400097ACFCD512409C27B498D78152C00045179C0DD61240909F10DED78152C0002C68F737D612404C5588E4D78152C0004389EA3BD61240B48A96EDD78152C04052777241D6124098563501D98152C0405703D1E9D612404CFC1873D78152C000D9B9C4ECD61240089DD420D78152C0407BF85DD1D61240EC61ADDCD68152C0C06EFDC1AED612406C2FFFA7D68152C04090ECA785D61240007E0EA5D68152C0C0161E5C83D61240E484B7A4D68152C00003091D83D61240A5A9E7A2D68152C0808B39AF81D61240640B7549D68152C0406276E93BD612406C0AA223D68152C0C08DDE6E1ED61240F058F115D68152C0C068199513D6124018660512D68152C00029307910D6124048B9DA0ED68152C0002191F80DD6124050748007D68152C080DAAE2608D6124078819403D68152C0C09AC50A05D6124029269A00D68152C0003E97AE02D612400462FCDBD58152C0C0089BAEE5D51240345062D5D58152C0C0217D6FE0D51240389CB9BAD58152C0408CF152CBD51240043A16B8D58152C0007D688EC8D51240C4192B80D58152C040E7A5C58DD51240A850335DD58152C000637C4776D5124020487A58D58152C081A1A78C75D512405C075252D58152C000EB568874D51240AC2D3C2FD58152C0C02A50196CD51240449ABC24D58152C00026FB9169D5124000B71C1FD58152C0801C66CD67D51240D1568704D58152C0C0B5DF775FD51240700861DDD48152C040E7DBBA4FD51240;392;10080669;24123244;Thu Feb 13 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;USAQUEN;BELLA SUIZA;Febrero;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;115.76;116
396;0106000020E6100000010000000103000000010000001D000000D0BFFECD268552C0C1DAAC2A965D1240645DD6D6258552C04090B6D88A5D12404EB63DF9258552C0FDA8BB978B5D1240F3B31B1D268552C01F4D8AFC8B5D1240F4658541268552C0992C8E048C5D1240DB488C65268552C01FC792AF8B5D12406A604488268552C00DC4C4FF8A5D12406141CAA8268552C02BB4A3F9895D124021E348C6268552C09D9AE4A3885D12401E13FFDF268552C00EFE4507875D1240596644F5268552C0BFA1562E855D124090888D05278552C0C05D3025835D12406C32540C2A8552C0006B9722385D124090FDDC982A8552C0809EB6763D5D1240B022B42F2A8552C040C9BC07485D1240D4E1489D298552C000365D0D585D12400C5D1634298552C040490A3E635D124054956B74288552C0C02D834B765D1240C85C79C6278552C0C0FE8418875D1240841EF9AF278552C00522F60A8B5D12401AC6D9A2278552C037DFDF268F5D1240B016629F278552C081CE1956935D12409C5E72A1278552C0813B6687955D1240CE4BE8AB278552C0E803F470995D1240BF83DABE278552C07E88173A9D5D12408460EDD9278552C0C0C780D0A05D12407D95D2EC278552C08084C2BEA25D1240F0311F10288552C040B67EEBA45D1240D0BFFECD268552C0C1DAAC2A965D1240;393;3002450;531483;Wed Jun 10 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Ciclocarriles;Zona 03;SANTA FE;LAS CRUCES;SANTA BARBARA;Junio;Parcheo;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING. ANGEL RICARDO IBAGON;154.33;154
397;0106000020E61000000100000001030000000100000012000000051906CE878152C00048144BABEC1240402D7A65868152C040BF2084A8EC1240CCAC5181868152C080C7AF4D9AEC124040A5D586868152C0802E44D096EC1240AC7535BB868152C0803662AF75EC1240101A28F3868152C0C03BD24B52EC124084AEA412878152C040BDCDE835EC124014979E41878152C0407F9D8C0BEC124064A94D80878152C0C12D8995CCEB12407C66C28F878152C04007B7E5BEEB1240240CCDEC888152C04049E476C0EB12409D2A280A898152C0C0C2A598C0EB124014D6EBE8888152C0409A477FE1EB12405C473096888152C000A1DD2B37EC1240E0AB8A61888152C000C9A7206FEC1240CCC7C053888152C0680805A08DEC1240DCEA8C31888152C000384E0FACEC1240051906CE878152C00048144BABEC1240;394;1003170;502892;Tue Feb 04 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;LOS CEDROS;BOSQUE DE PINOS III;Febrero;Parcheo;CESAR AUGUSTO PINTO BARRIOS;ING.MARY LUZ MORA / ING. JESUS FORERO;99.2;99
398;0106000020E61000000100000001030000000100000016000000D03AB9C58D8152C0007479D6E2031340CCC74DBE8D8152C0807D2630DA031340BCECFCAD8D8152C08090D4ECC8031340408CFD838D8152C080C005B8A403134010D97C668D8152C0402AEB9785031340BC7C1A468D8152C0408AFEE76803134010FF66188D8152C0C0218192440313402439CFF48C8152C08034E97227031340315603E38C8152C080B6313E18031340B09D54D38C8152C0002322CF0A031340C49A33D08C8152C0C03721F60703134050C66C878E8152C0C02604EF0703134070CE918D8E8152C080C5B26B0B031340ECC921B48E8152C00086630022031340B03B3DEC8E8152C040CBE36641031340A4EEA9208F8152C0C0DD31EE66031340B45CE63C8F8152C0C0AD09BD8C031340545AD94D8F8152C0008701A1AE031340C434EC5A8F8152C000C52B25D80313405CE16C598F8152C0C0F69D9EF8031340A43DB0D98D8152C00071BA1BFA031340D03AB9C58D8152C0007479D6E2031340;395;1001304;524937;Wed Feb 12 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;IMV-PR-003;Zona 01;USAQUEN;LA URIBE;EL REDIL;Febrero;Parcheo;XIMENA VARGAS;ING.MARY LUZ MORA/ ING. ANGEL RICARDO IBAGON;97.21;97
399;0106000020E61000000100000001030000000100000023000000187CEDDB018252C0C07C5B137FDA1240CDF6D171018252C080596A096EDA1240E6BC9E7E018252C0628F54A16EDA1240E1D8C08C018252C0221D2A176FDA1240A855DE9B018252C08700FD676FDA124022FE96AB018252C01BC9CA916FDA124091C186BB018252C08D6289936FDA1240783048CB018252C048B22D6D6FDA12403D0277DA018252C01FDEAB1F6FDA12407793B2E8018252C0503AF1AC6EDA1240084DA0F5018252C08005D8176EDA1240E1A29AFD018252C0C4953E9F6DDA12409CB2B804028252C0407F91196DDA12409455FB1B048252C0C05281CD18DA1240B45D7890048252C04031F83628DA124068C20006058252C0806400C437DA1240940B8D0E058252C0005982E538DA1240A1D23A06058252C03A67121E38DA1240660BEEFB048252C0C46EE16F37DA124090E6F1EF048252C0890BE7DF36DA1240CDE19DE2048252C0734A3E7236DA1240184953D4048252C0A9B0072A36DA124076707AC5048252C0B267520936DA12405CBA7FB6048252C025350D1136DA12407580D0A7048252C09CABFF4036DA124062F5D799048252C09BC6CB9736DA12402816FC8C048252C0C0E5F71237DA12401084FE81048252C0C101A8A837DA1240D0BBA878048252C08029C85838DA1240A87A0B81028252C080ED61E385DA124098DD5E66028252C048611AAF89DA1240A2402056028252C02C8619B48DDA12403090C250028252C040A5EFD591DA124054F9A34A028252C04065BFDA90DA1240187CEDDB018252C0C07C5B137FDA1240;396;1004181;518871;Tue Jul 14 00:00:00 COT 2020;Infraestructura y Gestión de Tránsito;Conservacion;Zona 01;USAQUEN;LOS CEDROS;LISBOA;Julio;Sello de Fisuras;KAREM VANESSA LEGUIZAMON LISCANO;ING. MARY LUZ MORA / ING.JESUS FORERO;0;0
400;0106000020E6100000010000000103000000010000000F000000F051DE780B8252C0400D9309F5F51240DCB206990B8252C0C09DF785ABF512401CDF1D9A0B8252C080E6A0FDA8F51240A0DF069B0B8252C0C0E39DE3A6F51240D48929630C8252C00027691FA7F51240B444FEFE0C8252C040CDEA4DA7F5124084DD00FE0C8252C0C0DB7298A9F51240785D40E10C8252C08060F220ECF51240C4AA3EE00C8252C080EC8270EEF5124020723BE00C8252C040A17D77EEF51240FCED33E00C8252C00073C396EEF5124000E807E00C8252C080659DF9EEF512400C540ADD0C8252C080D64CAAF5F51240984281530C8252C080A34A6CF5F51240F051DE780B8252C0400D9309F5F51240;399;50007300;24123155;Tue Jun 02 00:00:00 COT 2020;Situaciones Imprevistas y Apoyo Interinstitucional;Ciclocarriles;Zona 01;USAQUEN;TOBERIN;LA PRADERA NORTE;Junio;Parcheo;JESICA ALEXANDRA ARDILA DÍAZ;ING. ORLANDO RIVERA/ING. SANTIAGO VARGAS;49.2;49
